Property_ID,Listing_Date,Address,City,State,Postal_Code,Property_Type,Bedrooms,Bathrooms,Square_Feet,Lot_Size_Acres,Year_Built,Listing_Price,Sale_Price,Sale_Date,Agent_Name,Agent_Contact,Days_on_Market,Has_Garage,Pool
PROP1254,2023-11-28,"313 Joel Ferry, Fullermouth, IL 03861",East Jessicastad,WY,57721,Cottage,1,2,3216,2.99,1979,1965988,2049198,2024-12-25,Joseph Greene,001-982-863-6251x9859,286,False,True
PROP1255,2025-01-21,"16620 Rodriguez Mills Apt. 277, East Yesenia, MH 32921",Kaylamouth,FL,87440,Villa,5,1,3750,0.62,2009,405968,414456,2024-11-10,Leslie Frazier,+1-874-576-3439x223,302,False,True
PROP1256,2024-01-28,"910 Schultz Pine Suite 908, Joshuastad, MH 82453",Ryanfurt,NH,65478,Apartment,1,1,1607,2.59,2004,1857861,1911771,2025-07-17,Paul Chambers,(923)855-1623x5623,215,True,False
PROP1257,2023-08-03,"0114 Wilson Well Apt. 500, Lake Brian, IA 29525",South Tammy,CT,38744,Villa,2,1,3795,2.3,2020,118853,123389,2024-08-13,Kimberly Jackson,+1-949-509-5823x2740,329,True,False
PROP1258,2024-03-01,"999 Kathryn Fall, South Shawnmouth, OK 94177",Michaelton,HI,24854,Villa,4,3,2352,0.9,1967,1594009,1573650,2025-04-12,Troy Welch,789.669.1057,38,False,False
PROP1259,2023-10-30,"9481 Courtney Valley Suite 107, Lake Jacqueline, VT 51269",Nathanieltown,FL,60297,Cottage,5,2,657,1.26,2007,1837525,1914581,2024-08-04,Lori Ross,244-382-5252x151,144,False,False
PROP1260,2025-05-31,"4778 Nicholas Prairie Apt. 487, West William, CT 74944",Davidchester,AL,26083,Apartment,5,1,3842,0.4,2015,1019611,1017128,2024-09-08,Jonathan Glass,543.885.2248,26,False,False
PROP1261,2024-01-08,"098 Hicks Alley Apt. 456, East Alex, NM 22665",Lake Kristen,NJ,70245,House,1,2,2050,2.55,2015,1307267,1306473,2025-01-23,Dawn Hoffman,641.652.2508x430,218,False,False
PROP1262,2025-01-19,"184 Gail Rapid Apt. 991, Lewistown, NH 72424",New Amy,NV,84889,Apartment,5,3,586,1.03,1990,1133402,1177167,2025-04-19,Rachel Robinson,833-328-2581x398,8,True,True
PROP1263,2023-08-06,"64301 Craig Inlet Suite 581, Garciastad, TX 35050",Gibsonchester,MS,12299,House,4,3,537,1.71,1955,1641140,1587578,2025-01-18,Jacqueline Turner,001-694-617-1802x45170,92,False,False
PROP1264,2024-11-28,"65280 Michael Place, East Heather, MD 90561",South Thomas,NY,17704,Cottage,2,2,4694,3.5,2007,291502,305884,2025-06-27,Christy Willis,001-630-606-0850x726,317,True,False
PROP1265,2025-03-29,"4124 Banks Stravenue, North Mary, ME 97570",New Kurtmouth,TN,39908,House,3,1,1493,0.98,1985,429020,419807,2024-12-20,Christopher Brennan,821.238.3206x9646,222,False,True
PROP1266,2024-04-30,"815 Kelly Plains, Orozcoberg, NM 82676",Lewisside,GA,57555,Condo,1,2,2836,0.7,1977,209193,209221,2024-12-16,Katherine Liu,(836)414-7838,228,True,True
PROP1267,2025-06-14,"411 Heather Mission, Teresaburgh, DC 52254",Mayertown,WA,06350,Villa,5,1,514,2.7,1958,1580808,1511693,2025-05-28,Emily Black,(353)208-4947x307,312,False,True
PROP1268,2023-11-16,"228 Sarah Ranch Apt. 713, Davisfort, MP 79814",Savannahstad,MI,75684,House,2,2,2712,2.55,2011,1556300,1605529,2025-04-16,Luis Stafford,925.246.7040,33,True,True
PROP1269,2024-08-29,"3805 Conner Loop Suite 479, Lake Cory, MN 23122",Port Joseph,WV,59639,Villa,2,2,2419,2.62,1983,918624,900603,2024-12-06,Michael Shelton,444-980-9702,193,True,True
PROP1270,2024-12-13,"01243 Debbie Street, North Brandon, NV 67292",Lake Justin,RI,51638,Cottage,5,2,833,3.34,1987,1337969,1315151,2025-03-19,Jessica Smith,245.619.5950x14656,69,True,False
PROP1271,2025-05-10,"734 Johnson Mews, East Edward, KY 36742",Adamsfurt,SC,25264,Condo,4,2,4749,0.81,2009,1999282,2099186,2025-05-16,Crystal Taylor,(498)447-2823x8077,50,True,True
PROP1272,2024-05-23,"76469 Haynes Throughway Suite 456, Lake Kimberly, PW 48997",New Colleenchester,WI,29530,Cottage,1,2,3205,2.65,2003,1639055,1611793,2025-01-13,Dr. Kimberly Heath,828.414.1965x27592,165,False,True
PROP1273,2024-07-25,"PSC 2069, Box 2115, APO AA 10326",East Roy,PR,23812,Condo,2,3,3536,3.13,2001,1203305,1247987,2024-09-18,Jennifer Ramirez,001-865-655-8125x6729,38,True,False
PROP1274,2023-08-05,"299 Christopher Ports Apt. 961, Boothstad, NM 55728",Chaseburgh,NH,66327,House,3,3,4775,2.35,1995,1862642,1795174,2025-07-10,Jeffrey Taylor,(633)521-8775x93769,95,True,False
PROP1275,2024-02-07,"12001 Sanchez Inlet Suite 733, Weeksport, IL 09035",Michaelport,MN,18937,Condo,4,2,4789,1.62,1978,1562762,1514409,2025-02-21,Kimberly Curtis,3126770889,284,True,True
PROP1276,2024-08-24,"310 Thompson Port, West Linda, NC 34454",Annland,MS,89828,House,4,2,4553,0.2,1997,377467,377395,2025-07-29,Mark Green,(423)897-9157,313,False,False
PROP1277,2024-11-28,"70886 Ramirez Mall Suite 330, New Paulbury, MT 76372",South Charlestown,TN,37691,Condo,4,2,2030,2.05,1954,1198780,1240035,2025-04-17,Victoria Cannon,001-538-423-9545x437,220,False,False
PROP1278,2025-06-01,"350 Garcia Crescent Suite 436, Lake Jonathan, IN 11757",Bradleyfurt,LA,05517,Apartment,1,2,3187,0.33,1986,1226831,1211230,2024-10-16,Lauren Porter,(453)548-6860,329,False,False
PROP1279,2025-02-04,"Unit 1189 Box 6807, DPO AE 32735",Lake Reneeville,DC,97900,Apartment,4,3,506,2.37,1955,1878166,1954293,2024-11-09,Donna Reeves,001-494-505-1859,176,False,False
PROP1280,2024-12-25,"8042 Tyler Islands, Cherylburgh, TX 13743",Matthewmouth,AZ,16587,Condo,4,1,2686,1.51,1993,1351056,1379377,2024-08-29,Pamela Elliott,671.445.3230,67,False,False
PROP1281,2024-03-09,"528 Martin Center, Moralestown, WV 61932",Caseytown,ID,53731,House,3,3,4164,3.01,1994,1583843,1597241,2025-01-07,Tara Carson,001-742-876-7435x97778,217,False,False
PROP1282,2024-11-14,"47243 Heather Radial Apt. 439, Thompsonmouth, DE 63280",Ruizfurt,KY,43728,Villa,5,2,3053,2.61,1968,1742327,1700123,2024-09-14,Donna Becker,001-651-942-6316x298,252,False,True
PROP1283,2025-06-12,"542 Ronald Trace, Hodgesburgh, HI 20760",Nicholashaven,MA,88375,Condo,4,2,2934,0.2,1991,667673,643996,2024-08-05,Ashlee Moore,(292)812-9789x39546,165,True,False
PROP1284,2024-08-21,"8934 Alex Lodge Apt. 263, New Jessicashire, IN 03047",Wilsonport,CT,59276,Villa,5,3,3144,1.35,1974,1139372,1175683,2025-05-29,Tammy Peterson,001-575-289-8939x0506,61,True,True
PROP1285,2023-08-31,"24354 Williams Stream, Jasonland, NJ 60255",Holdenview,PW,24333,Condo,3,1,2671,2.21,1981,676818,653139,2024-08-24,Joan Tanner,331.665.6608,173,True,True
PROP1286,2023-09-03,"Unit 8655 Box 0171, DPO AP 21809",Solomonside,WY,85676,Apartment,5,3,2793,1.94,1993,979814,938607,2024-08-12,Joy Wilson,+1-938-889-3577x63143,338,False,False
PROP1287,2025-02-26,"670 Johnson Grove Apt. 351, North Diana, IL 28086",Gravesfurt,GU,13235,Condo,5,3,1012,1.24,1956,381765,370518,2024-12-25,Kevin Clark,617.213.0196x07474,168,True,False
PROP1288,2025-05-30,"16299 Mcintosh Mews Apt. 478, East Kenneth, AK 26368",Christophertown,KY,97639,House,5,2,2032,3.03,1956,969660,923226,2025-02-13,Jermaine Higgins,2186537611,121,False,True
PROP1289,2024-07-31,"69271 Gay Overpass, West Jessica, VT 34554",Nicholasstad,UT,76302,Condo,4,3,4730,2.18,1987,301482,304053,2025-01-25,Tammy Downs,282.461.3524x97198,302,False,True
PROP1290,2024-11-06,"020 Dustin Village, Port Markberg, AZ 05222",Katherineberg,OK,09777,Villa,2,2,4171,1.02,1982,688901,663566,2025-05-22,Dr. Julie Garrett MD,385.242.4873x0731,149,False,False
PROP1291,2025-04-28,"67955 Pope Rue, Port Baileystad, DE 03134",Brendafurt,NY,18222,Cottage,1,3,2535,3.01,1989,1395437,1411339,2025-06-19,Michael Welch,(679)535-5064,177,False,True
PROP1292,2025-01-25,"44962 Karen Radial, Sandersville, ME 26689",Port Angela,IL,04071,Cottage,4,2,732,2.97,2005,1006255,963721,2025-01-02,Karen Myers,827.628.1981,294,True,False
PROP1293,2024-08-07,"56996 Brandon Run Suite 682, West Amberview, PA 59194",South Dawn,PR,61772,Villa,2,2,548,3.18,1997,1001933,1017663,2025-06-19,Justin Goodwin,997.701.5619,138,False,False
PROP1294,2025-07-10,"35564 Matthew Crest, Deanburgh, VI 80178",Robinfort,SC,82872,Cottage,4,3,1937,2.55,1959,73473,71234,2024-10-15,Michael Sandoval,(264)952-1234x1523,308,True,False
PROP1295,2024-02-28,"USNV Butler, FPO AA 61216",Floresborough,CO,58651,House,4,1,4973,2.19,1985,1471523,1444505,2024-11-09,Kyle Cohen,(900)932-3943x201,250,False,False
PROP1296,2024-09-03,"Unit 1912 Box 7404, DPO AA 69625",Maloneton,WA,99086,Villa,4,1,3596,0.5,1999,1862200,1841994,2024-09-08,Timothy Fox,+1-537-922-5726x98748,322,True,False
PROP1297,2024-08-21,"67440 Hoffman Trail, South Kimberlystad, NV 34705",Katherineborough,HI,11340,Cottage,1,1,4256,0.62,2017,1618988,1669323,2025-01-18,James Brewer,(606)411-8610,347,False,True
PROP1298,2023-11-03,"668 Melissa Mills Suite 357, Justinside, MO 42738",Charlesview,SC,05103,Apartment,2,3,2908,2.61,1974,1476077,1478094,2025-03-12,Michael Aguirre,776-776-0073x622,6,False,False
PROP1299,2024-02-20,"675 Caroline Cove Apt. 446, East Brandon, DE 13076",Steelestad,AZ,43408,House,4,3,642,2.74,1963,860409,827987,2025-04-15,Kathleen Jordan,001-981-496-3303x50788,341,False,False
PROP1300,2024-06-30,"PSC 0875, Box 2329, APO AP 33246",Brandyfurt,HI,26643,Condo,1,1,3188,2.34,1974,967173,975020,2024-11-22,Timothy Jensen,229-952-0519x567,95,False,True
PROP1301,2024-04-01,"0823 Catherine Grove, New Elizabethchester, ND 75923",Mccannmouth,RI,15608,Condo,5,3,860,1.31,1994,849331,864146,2025-03-27,Sheila Weeks,734.766.1134x2298,32,False,True
PROP1302,2024-08-30,"8120 Christine Drives Apt. 587, Phillipsside, MN 39384",East Travis,CA,69193,House,3,1,4848,1.75,1970,98982,102904,2024-11-06,Whitney Baker,(605)541-6207,325,True,True
PROP1303,2023-08-31,"10018 Gonzalez Circle, Smithton, WI 94173",Moorehaven,CA,24673,Villa,4,3,3802,0.15,2010,736782,754776,2024-08-28,Christopher Walker,(820)365-7998,107,True,True
PROP1304,2024-01-11,"23615 Steven Mount Suite 596, Hernandezside, FL 88283",New Sarahchester,IN,50761,Apartment,2,3,2495,0.95,2002,1111159,1086387,2025-07-09,Patricia Vasquez,+1-758-340-9026x2207,132,False,True
PROP1305,2024-05-01,"99317 Jessica Drive Apt. 891, South Riley, MN 13616",South William,NH,05978,Cottage,2,2,4519,1.24,1969,1424639,1428656,2025-07-04,William Waters,(638)715-0531x61216,146,True,True
PROP1306,2024-11-05,"5594 Kenneth Cliff Suite 526, Baileyside, ME 15967",Lake Bradleyfurt,MH,99150,Condo,4,2,3975,0.14,1954,1425160,1363868,2024-09-25,Crystal King,+1-882-317-2836,181,True,True
PROP1307,2025-05-17,"8494 Rodriguez Route Suite 283, Tuckermouth, IA 23641",South Corey,WV,92323,Cottage,2,1,3790,2.98,1993,1926429,1848903,2025-03-07,Tammy Sanchez,992-997-5523x893,335,True,False
PROP1308,2023-10-12,"1701 Adrienne Skyway, Ariasside, AZ 56208",New Vanessa,WA,50046,Cottage,4,2,3754,3.3,1980,469151,487669,2024-09-19,Megan Davis,3815212082,236,False,True
PROP1309,2024-10-23,"537 Julia Groves Apt. 572, West Lynnfort, MP 61479",Richardville,MN,79455,Cottage,2,3,2750,1.22,1986,722098,748059,2024-08-22,Karina Dunn,247-721-5686x02286,257,True,False
PROP1310,2023-09-18,"378 Sullivan Route, South Richardtown, KS 02389",East Ambertown,FL,66979,Apartment,2,2,4499,0.75,1972,1579289,1509683,2025-02-02,Brandon Mcgrath,(248)500-7347x0715,67,False,False
PROP1311,2023-09-08,"3787 Gibson Oval, Carterview, PW 77854",Port Laurabury,AZ,11883,Cottage,5,2,3074,0.76,2004,175086,169072,2025-04-14,Barry Griffith,822.570.0598x60276,48,True,True
PROP1312,2024-12-13,"1733 Wilson Summit Apt. 405, Johnsonmouth, MA 47123",Thompsonside,CA,37776,Cottage,5,1,762,0.12,2016,1194534,1156856,2024-11-01,Jose Allen,857-425-2679x06522,360,True,False
PROP1313,2024-10-13,"423 Richardson Spring Apt. 501, Jacquelinemouth, WI 83480",Debbieville,NJ,07914,Villa,5,1,750,3.31,1981,1378849,1430190,2024-09-27,Jennifer Pollard,(961)942-8057x29535,216,True,False
PROP1314,2023-09-28,"6806 Goodwin Inlet, New Gary, AS 10301",Port Peter,WV,68250,House,4,1,2808,0.58,2010,1129796,1113747,2025-06-30,Thomas Barnett,001-726-291-1726x1526,247,True,True
PROP1315,2023-12-07,"8797 Danielle Islands Apt. 101, North Shelbyfurt, SD 38720",East Aprilburgh,WA,08327,Apartment,2,2,4286,1.89,1970,99225,94739,2024-12-30,Daniel Griffin,9495455958,231,True,False
PROP1316,2023-12-02,"09864 Kim Streets Suite 780, Rossland, IA 28383",Lake William,NJ,18733,Apartment,1,2,2360,0.36,1984,407054,399253,2025-01-28,Justin Page,001-498-273-0381,68,False,True
PROP1317,2024-08-17,"108 Christy Field, Alyssabury, ID 01837",Vaughnbury,CO,11919,Cottage,3,3,3072,1.93,2017,899563,878392,2024-08-11,Michelle Hayes,866.660.2051x3230,11,False,False
PROP1318,2025-01-07,"Unit 8838 Box 9408, DPO AA 28160",Lambtown,LA,26565,House,5,2,594,2.02,2014,1839336,1767759,2024-10-27,Michael Evans,+1-946-736-3511,185,True,False
PROP1319,2024-04-08,"6596 Jennifer Cliff, Lake Joy, IN 11160",Whiteheadport,NH,68742,Cottage,3,3,1245,1.29,1962,497470,517548,2024-11-24,Luis Olson,377.816.9695x03524,113,False,False
PROP1320,2024-01-21,"669 Denise Stream Apt. 851, Hubbardfort, IN 96056",Anthonyborough,OR,50628,Apartment,3,1,2656,2.89,2010,1599447,1542353,2024-12-27,Francisco Walter,+1-994-902-0150x152,50,False,True
PROP1321,2024-06-13,"375 Thomas Village Suite 976, East Gregoryberg, IA 43843",Port Joyce,NJ,70606,Condo,2,1,2502,2.87,2020,1076350,1058784,2025-04-21,Samuel Sanchez,755.331.0579x7159,155,True,False
PROP1322,2024-10-10,"827 Eric Mission, Brownchester, FL 66572",East Veronicaside,KY,44054,Villa,5,1,3760,0.73,1951,333806,341122,2024-08-12,Katherine Martin,(876)874-1695x2205,145,True,False
PROP1323,2025-07-19,"74499 Nicholas Lakes, West Brenda, DC 15385",Derrickberg,VT,43174,Villa,3,3,2917,1.1,1985,1453122,1469982,2024-09-17,Matthew Barnett,5329760325,217,False,True
PROP1324,2024-09-06,"92535 Smith Lights Suite 224, Danielleshire, GA 16207",East Rebeccabury,AR,53646,Villa,3,3,2576,2.07,1991,1165623,1156299,2024-09-01,Alicia Anderson,+1-476-463-2702x03073,121,False,True
PROP1325,2024-08-13,"USS Wyatt, FPO AA 16865",Port Danny,GA,36270,House,5,2,4540,3.44,1979,1647069,1650417,2025-04-06,William Wong,366.645.3288,306,False,True
PROP1326,2023-10-22,"USNS Austin, FPO AE 42929",Lake Joseph,MI,71015,Cottage,1,3,2695,2.5,1975,1110132,1086449,2024-08-07,Debra Bird,001-857-300-6634x73112,96,True,False
PROP1327,2024-12-03,"931 Blair Squares, Port Sarah, ME 95283",South Jonathanburgh,IA,00570,House,5,1,1703,0.14,2013,1395037,1356066,2024-11-03,Savannah Marquez,(524)565-0769x25488,7,True,True
PROP1328,2025-05-25,"Unit 5862 Box 1484, DPO AP 84173",Waynetown,AL,71017,Condo,2,1,3926,1.41,1968,467142,469239,2025-01-21,Madison Andrews,(826)274-8142x56625,17,False,True
PROP1329,2023-09-16,"57712 Richard Lodge, Waltonville, AZ 87098",South Michael,LA,60328,Apartment,1,2,999,0.81,1977,557532,543171,2025-02-17,Deanna Strickland,001-761-953-4378x8372,296,False,True
PROP1330,2024-03-13,"94646 Miller Mountains, Port Benjaminhaven, NH 99721",West Jennifershire,KY,52608,Apartment,3,3,3775,0.08,1966,598684,599657,2025-07-06,Loretta Robertson,945-247-1672,84,False,True
PROP1331,2025-07-27,"5603 James Fields Suite 024, North Timothyborough, MS 15056",Hickmanton,WI,45882,Apartment,4,1,1715,2.98,1995,1190606,1151822,2024-08-15,Nicole Wiggins,001-602-505-5937,18,True,True
PROP1332,2023-09-10,"8516 Hanson Stream, Port Baileystad, PR 60768",North Kenneth,HI,83030,Apartment,4,1,1687,3.21,2000,1262175,1323425,2025-05-14,Emily Shields,329-922-2173x8237,163,False,False
PROP1333,2025-03-19,"248 Ellis Place Apt. 668, Deleonview, ME 24504",Cooperstad,LA,84850,Condo,2,2,3084,1.13,1958,1023222,1010393,2025-05-30,Anne Adkins MD,+1-763-478-9346x68718,67,True,False
PROP1334,2025-01-10,"6285 Wood Ramp, Lewisfort, DC 95574",South Nicolemouth,KS,74548,Cottage,1,1,4296,1.12,2003,88273,85837,2025-06-11,Susan Craig,666.732.6760,219,True,True
PROP1335,2025-01-16,"3899 Tasha Square Apt. 880, Sarahville, AR 99033",South Jamesville,ND,77700,House,1,1,2459,2.9,1986,1019114,976786,2025-07-24,Sherry Mccarty,(517)456-7228,153,True,False
PROP1336,2023-08-03,"133 Rodriguez Mall, Daltonburgh, PR 71096",Joshuastad,AL,70144,Villa,5,2,2271,0.89,1958,1155172,1197149,2024-11-13,Krystal Spears,001-798-730-3638x65682,216,False,False
PROP1337,2024-10-20,"061 Jackson Rest, Jacobmouth, SC 18769",South Angel,PR,12353,House,3,1,2280,2.58,1976,875167,867376,2025-05-20,Roy Ward,001-879-530-0669x93216,101,True,False
PROP1338,2025-05-19,"3095 Thompson Ville Apt. 600, New Tracyton, FM 31786",North Kelsey,UT,94851,Apartment,3,2,1819,2.81,1967,1192278,1240000,2024-10-06,Jill Rodriguez,6783630981,55,True,True
PROP1339,2023-11-18,"190 Hall Orchard, Hernandezmouth, NY 30831",Kellychester,NV,92107,Villa,4,2,2722,0.24,2013,862875,872659,2025-05-24,Malik Barnes,+1-614-928-4455x15840,105,False,True
PROP1340,2025-03-20,"3108 Brown Bridge, Joeton, MD 87604",North Kylefort,AS,19663,Villa,4,1,838,2.71,2006,1117839,1089593,2025-05-14,Miguel Hoffman,001-927-838-4368,220,False,True
PROP1341,2024-11-22,"3492 Oscar Via Suite 447, Chapmanside, UT 15667",Johnhaven,NH,61586,Apartment,1,3,4118,1.25,1980,803135,824667,2025-06-23,Melanie Hanson,447.674.8817x027,113,True,False
PROP1342,2024-04-04,"8382 David Lock Apt. 716, East Danielfort, WY 61706",Sarahborough,CO,46560,Condo,2,2,2332,2.15,2019,1446878,1480019,2024-08-29,Connie Gutierrez,001-536-596-7954x2102,133,False,False
PROP1343,2024-04-18,"770 John Row, North Aarontown, MO 01804",Alistad,DE,68714,Apartment,4,2,4969,3.19,1951,1886639,1901966,2024-10-26,Stephanie Wagner,449-825-4783,80,False,False
PROP1344,2024-02-13,"270 Oscar Manor Suite 789, Wardville, VI 97039",Jenniferside,IN,13829,Villa,1,2,3544,1.75,1970,638981,633335,2024-09-15,Rachel Le,001-687-428-6509x94728,215,False,False
PROP1345,2024-03-20,"Unit 3192 Box 6026, DPO AA 40735",Josephfort,SD,24769,Cottage,3,1,2496,2.79,2014,1895877,1867585,2024-08-07,Sarah Watson,+1-525-952-2047,322,False,False
PROP1346,2025-04-25,"Unit 5189 Box 5801, DPO AE 51676",Michaelfurt,FL,64098,Cottage,3,2,4217,1.82,1978,1050101,1041622,2024-12-31,Rachael Peterson,7548161960,77,False,False
PROP1347,2024-03-13,"5630 Dawn Brooks Apt. 237, South Sarah, GU 32326",Andersonside,FM,58757,Condo,4,3,4187,1.23,1970,336890,353659,2025-07-27,Lisa Padilla,7194227926,175,False,True
PROP1348,2025-02-08,"30350 Estes Manor, Ronaldfurt, LA 79185",Rogersberg,FM,29129,Cottage,4,1,2007,2.93,1957,1062817,1059384,2024-09-11,Destiny Jackson,(951)914-6178,336,False,True
PROP1349,2024-07-05,"USS Good, FPO AA 64948",Laurenbury,NC,99520,Condo,5,1,4581,2.65,2005,533658,533139,2025-07-20,Clifford Butler,+1-952-753-3588x22309,255,False,False
PROP1350,2024-02-11,"6409 Ann Courts Suite 767, Lake Shannonchester, WY 64261",Thomasmouth,CA,32127,House,2,1,1512,1.1,1982,1687818,1674958,2025-06-27,Jennifer Lloyd DVM,+1-770-475-6536x7616,269,True,True
PROP1351,2024-08-05,"8575 Palmer Brooks, Jeremyhaven, AK 61002",West Carlborough,VI,58376,Condo,3,3,2711,1.8,1990,947772,902570,2025-04-13,Michelle Taylor,(800)340-7740x14877,36,True,True
PROP1352,2024-02-02,"5974 Robinson Run Suite 817, Stephanieberg, GA 49391",Lake Johnny,NH,46045,Condo,1,1,1150,0.25,1988,1644321,1602242,2024-12-17,Mr. Johnny Armstrong MD,(580)455-3744x7018,60,True,True
PROP1353,2023-09-22,"46797 Leslie Harbor, South Cynthia, SC 38636",South Stacy,AR,64962,Cottage,4,3,1484,2.63,2014,651798,636709,2024-12-27,Benjamin Johnson,620.208.2673x20936,97,True,True
PROP1354,2024-04-17,"03173 Cox Tunnel, Lake Amanda, WY 13951",Jenniferport,SC,31776,Condo,5,1,4348,2.41,2014,399913,400609,2025-03-16,Philip Sharp,740.431.3495x31042,348,False,False
PROP1355,2024-01-14,"563 Spencer Summit, Sarahhaven, SD 36322",Donaldfurt,AS,69352,Apartment,3,3,2723,1.83,1961,1114236,1087881,2024-08-25,Joseph Juarez,422-819-5588x565,304,True,False
PROP1356,2024-02-03,"333 Smith Ports Apt. 433, Lake Brittanymouth, AS 48045",North Ericfurt,LA,92706,Condo,4,3,2164,1.23,1984,772545,758532,2025-02-14,Matthew Fitzgerald,(203)471-9365,109,True,True
PROP1357,2025-04-21,"95084 Barton Union, Kellyton, KS 86317",Port Sherri,AK,01502,House,3,1,4834,1.59,2002,1305109,1261299,2024-08-20,Zachary Schroeder,498.839.8636x13375,30,True,True
PROP1358,2024-03-21,"639 Caitlin Ford, Kellerfurt, PR 49079",Tinamouth,GA,87182,Apartment,5,2,1028,1.59,1999,1611486,1554894,2024-08-31,Katherine Perry,001-955-961-8388x20984,249,True,False
PROP1359,2023-09-22,"068 Katherine Well, Port Stephanie, MA 44431",Olsenborough,RI,09651,Condo,3,1,2943,1.73,1953,1808893,1775318,2024-10-04,George Hanna,001-224-328-6048,161,False,False
PROP1360,2024-09-26,"98820 Wade Freeway Apt. 398, Christinemouth, SD 71124",Chanburgh,DC,47918,Condo,2,1,4040,1.63,1960,641367,645625,2024-09-15,Amy Lopez,(316)874-4797,166,False,True
PROP1361,2024-06-21,"676 Whitaker Square, Stevensburgh, AL 93639",East Stephenberg,MP,86653,Condo,5,2,4409,2.35,1969,911710,904397,2025-04-11,Jennifer Adams,001-527-683-3122x68326,194,True,False
PROP1362,2025-06-27,"9130 Warner Center Suite 758, North Lisa, NM 03143",Hopkinsborough,AR,77565,Cottage,2,1,4332,3.27,2022,1908112,1965063,2024-09-26,Ashley Thompson,735-428-7607,286,True,True
PROP1363,2024-11-27,"73982 Rachel Turnpike Apt. 835, Contrerasstad, AL 23735",Maryside,CO,05519,Apartment,2,2,3999,1.96,1952,412089,431424,2024-09-02,Elizabeth Day,001-840-714-5945x5295,364,False,False
PROP1364,2024-08-08,"1618 Lewis Forks, Morganchester, MD 52134",South Ashleyview,DC,46594,Condo,1,2,3231,0.42,1954,126088,123045,2025-05-26,Michelle Mcclure,+1-907-834-1643x036,150,True,True
PROP1365,2023-10-29,"130 Alexander Parks Apt. 328, Martinezhaven, ID 57345",Port Jessicaborough,MP,31426,Villa,1,1,2707,2.53,1955,1783856,1737796,2025-05-18,Kelli Jackson,676-274-6772,225,False,False
PROP1366,2025-04-13,"9727 Ryan Views, Audreymouth, UT 20097",New Erinfurt,WY,69729,House,5,3,1224,3.0,1955,1408857,1400531,2025-03-29,Jason Smith,550-534-8504,17,False,True
PROP1367,2024-07-21,"105 Fitzpatrick Green, Curtismouth, DC 13297",Poolefort,GA,80911,Condo,5,3,1839,1.76,1975,441359,455379,2025-03-28,Benjamin Edwards,+1-636-548-1098x9452,355,True,False
PROP1368,2024-08-06,"498 Matthew Cliffs, Dawnfurt, OH 39965",New Andrew,MN,45786,Condo,4,3,871,1.26,1979,632906,619903,2025-05-23,Jay Burgess,683-409-5587,190,True,True
PROP1369,2025-04-06,"004 Holt Flat, Aprilton, MN 55611",Pinedaview,NM,70101,House,3,1,845,1.87,1950,679041,679482,2025-04-18,Jill Gates,001-500-595-9791,94,False,False
PROP1370,2024-10-09,"9610 Patty Via, Lake Teresabury, IN 66698",Patrickberg,CT,65897,Apartment,5,2,885,3.22,1994,1959134,2022534,2025-01-16,Lori Wilkerson,4464128584,35,True,True
PROP1371,2024-03-09,"USS Goodman, FPO AE 86791",North Janice,WA,71818,House,5,3,3263,3.47,1956,863708,824336,2024-08-18,Kayla Reynolds,(869)479-9781x09259,184,False,True
PROP1372,2025-03-20,"38654 Jessica Court Apt. 609, North James, DE 22664",Hicksview,FL,67054,Apartment,5,1,4386,2.48,1984,1709325,1627880,2024-10-11,Jennifer Solis,971-213-3906x86464,217,False,True
PROP1373,2025-03-17,"61908 Cabrera Stream Apt. 029, Heathermouth, MO 66388",West Jeffrey,UT,23313,Condo,3,2,539,2.22,1986,818432,786378,2024-08-29,Steven Hammond,(660)724-5272x764,3,False,False
PROP1374,2025-04-06,"96868 Herring Run, Shelbyland, VT 51575",South Christopher,MP,19070,House,2,3,4054,3.05,1965,504310,479854,2025-01-08,Stephanie Dawson,415.355.2106,147,False,False
PROP1375,2024-03-02,"19527 Donna Mall Apt. 441, Kathleenton, MS 83038",Laneshire,MA,67342,Condo,2,1,2598,2.31,1964,892150,933278,2024-12-22,Robert Moreno,399.719.9310,149,True,False
PROP1376,2024-04-11,"538 Tiffany Cliffs Apt. 482, Joanhaven, DC 26290",Karenstad,NC,55279,Apartment,5,1,4694,1.48,1986,226271,220866,2025-07-13,Anna Gallagher,778-415-2562,11,True,True
PROP1377,2024-04-30,"680 Bowman Street Suite 113, Michaelfurt, IL 17128",Williamsfort,NH,43633,Cottage,3,2,3951,0.75,1951,915927,876819,2025-02-26,Marilyn Williams,(623)506-0984x266,324,False,False
PROP1378,2023-08-29,"144 Gabriella Stream Suite 599, West Alexandramouth, GU 95791",Stewartchester,PR,22851,House,4,3,1619,3.38,1994,1291522,1348274,2025-01-24,Whitney Martinez,936-218-8340x8245,286,False,False
PROP1379,2023-10-15,"0733 Kevin Expressway, Fernandezfurt, VA 59542",South Rodneystad,NY,83081,Villa,1,3,3219,1.23,1968,1557279,1557623,2025-02-08,Randy King,+1-997-760-6199x661,329,True,False
PROP1380,2024-11-21,"53178 William Landing Suite 010, Petersonberg, LA 93866",Thompsonton,GA,89114,Cottage,5,1,3505,0.38,2021,1861389,1825248,2024-11-27,John Larson,(636)540-2756,145,True,False
